,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
47329|FOXA1,0.000000000000000005354932268287545838543314292391219627793286312344425477732352158348062909232558766536051454032339004431073031337633440544925886622882102527386399336679874750874112314507180818048193168944388336048003,Homo sapiens,FOXA1,tf,DU145,Epithelium,Prostate,1,FOXA1
52683|FOXA2,0.0000000000000004369537192915717919505267888113087977245133775670059828519023315697921478452317606551846697662999947705492096870126600907790507370673315792010653212478759265124673386812574907779576866789559550556506,Homo sapiens,FOXA2,tf,CyT49,Embryonic Stem Cell,Embryo,1,FOXA2
34389|SMARCA4,0.0000000000000028384235378294115619806981720569598801814959547937553027613929751811817092126077406740905583746108934583444364720788343464542247441356393656241644434670320620368867181936815309179367223984277686754996,Homo sapiens,SMARCA4,cr,None,None,None,1,SMARCA4
68975|PR,1.1546319456101628e-14,Homo sapiens,PR,predicted transcription factor,T47D,None,Breast,1,PR
50122|LMNB1,2.2148949341271873e-14,Homo sapiens,LMNB1,not sure,IMR90,Fibroblast,Lung,1,LMNB1
71746|SOX4,3.058664432842306e-14,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1,SOX4
33707|SOX2,3.524958103184872e-14,Homo sapiens,SOX2,tf,BJ,Fibroblast,Skin,1,SOX2
72703|NUP98-HOXA9,1.762479051592436e-13,Homo sapiens,NUP98-HOXA9,other,HEK293FT,None,Kidney,1,NUP98-HOXA9
54134|CEBPB,8.331668688299487e-13,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
56668|HOXB13,1.207201005826164e-12,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
57641|HDAC1,4.2985282000529423e-11,Homo sapiens,HDAC1,cr,Nalm6,B cell precursor,Blood,1,HDAC1
55563|MEF2B,8.879225132929491e-11,Homo sapiens,MEF2B,tf,None,B Lymphocyte,None,1,MEF2B
72793|LMNA,5.425087601373946e-10,Homo sapiens,LMNA,not sure,HeLa,Epithelium,Cervix,1,LMNA
65125|PRDM6,5.91636906133175e-10,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1,PRDM6
33917|WDR5,6.072485292385466e-10,Homo sapiens,WDR5,cr,NHEK,Keratinocyte,Skin,1,WDR5
75278|ZBTB48,8.411024654542132e-10,Homo sapiens,ZBTB48,,U2OS,None,None,1,ZBTB48
38496|RBL1,1.1433017865769557e-09,Homo sapiens,RBL1,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL1
41490|RNF2,1.2399449245137362e-09,Homo sapiens,RNF2,predicted transcription factor,DU145,Epithelium,Prostate,1,RNF2
52428|MYC,4.132070408058297e-09,Homo sapiens,MYC,tf,HEK293,Epithelium,Embryonic Kidney,1,MYC
74643|NFATC3,4.255282348708533e-09,Homo sapiens,NFATC3,tf,HepG2,Epithelium,Liver,1,NFATC3
41411|ERCC3,6.263402907435989e-09,Homo sapiens,ERCC3,predicted chromatin regulator,HT1080,None,Connective Tissue,1,ERCC3
41492|BMI1,7.17427961482997e-09,Homo sapiens,BMI1,cr,DU145,Epithelium,Prostate,1,BMI1
72089|AFF1,1.0607186684552516e-08,Homo sapiens,AFF1,tf,None,Leukemic cells,Bone Marrow,1,AFF1
5822|DUX4,1.908610663958754e-08,Homo sapiens,DUX4,other,None,Myoblast,Muscle,1,DUX4
41412|ERCC2,6.677781111408265e-08,Homo sapiens,ERCC2,tf,HT1080,None,Connective Tissue,1,ERCC2
48692|H3F3B,1.9410438106826078e-07,Homo sapiens,H3F3B,other,None,Spermatid,None,1,H3F3B
67748|GATA2,2.7995834439575873e-07,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1,GATA2
67858|TET2,5.177311870885326e-07,Homo sapiens,TET2,cr,HEK293T,Epithelium,Embryonic Kidney,1,TET2
76995|GLI2,5.725856787597294e-07,Homo sapiens,GLI2,tf,THP-1,None,None,1,GLI2
41489|RING1,9.759648397222875e-07,Homo sapiens,RING1,cr,DU145,Epithelium,Prostate,1,RING1
50047|AR,1.0609345892920174e-06,Homo sapiens,AR,tf,LNCaP,Epithelium,Prostate,0,AR
76967|MBOAT4,1.0911782206135534e-06,Homo sapiens,MBOAT4,other,HeLa,Epithelium,Cervix,1,MBOAT4
44026|AGO1,1.1707616651701613e-06,Homo sapiens,AGO1,other,PC-3,Epithelium,Prostate,1,AGO1
63809|HLF,2.499366854480378e-06,Homo sapiens,HLF,,HepG2,Epithelium,Liver,1,HLF
54612|TEAD1,5.175165023185713e-06,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
74361|OTX2,6.172461312292654e-06,Homo sapiens,OTX2,tf,D283 Med,None,None,1,OTX2
50899|LHX2,6.245007920513412e-06,Homo sapiens,LHX2,tf,6540 cells,Epithelium,None,1,LHX2
56901|PBX3,1.1246260367525629e-05,Homo sapiens,PBX3,tf,SMMC-7721,None,Liver,1,PBX3
51542|POU5F1,1.167765836190826e-05,Homo sapiens,POU5F1,tf,HUES64,Embryonic Stem Cell,Embryo,1,POU5F1
72552|TRIM28,1.2980368064741121e-05,Homo sapiens,TRIM28,cr,None,Neural Progenitor Cell,None,1,TRIM28
68872|ESR1,1.4481360321560999e-05,Homo sapiens,ESR1,tf,MCF-7,Embryonic Stem Cell,Breast,1,ESR1
77331|SP140,2.213029730369076e-05,Homo sapiens,SP140,tf,None,Macrophage,None,1,SP140
36712|CDX2,2.7566182432825492e-05,Homo sapiens,CDX2,tf,COLO-320,Epithelium,Colon,1,CDX2
33150|GATA3,4.317409979986975e-05,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1,GATA3
34962|KMT2A,4.6229168551292776e-05,Homo sapiens,KMT2A,not sure,RS4,B Lymphocyte,None,1,KMT2A
76859|IRAK1,5.2171263508815624e-05,Homo sapiens,IRAK1,other,HEK293,Epithelium,Embryonic Kidney,1,IRAK1
49604|ZNF486,5.3605353739383244e-05,Homo sapiens,ZNF486,not sure,None,Embryonic Stem Cell,Embryo,1,ZNF486
32784|ATF3,5.823824067319183e-05,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
69558|PSIP1,7.952759989132696e-05,Homo sapiens,PSIP1,predicted transcription factor,MV4-11,Leukemia Cell,None,1,PSIP1
44874|5HMC,7.99465627014384e-05,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
51478|GATA6,0.00013776775035473365,Homo sapiens,GATA6,tf,HUES64,Embryonic Stem Cell,Embryo,1,GATA6
75850|BRD4,0.00013891910716534728,Homo sapiens,BRD4,cr,Rh4,rhabdomyosarcoma,None,1,BRD4
70228|DNMT3A,0.00014289213629081754,Homo sapiens,DNMT3A,cr,None,Stem cell,Foreskin,1,DNMT3A
54609|YAP1,0.00015561023729782075,Homo sapiens,YAP1,other,SF268,None,None,1,YAP1
77155|ZNF248,0.00015668640458177396,Homo sapiens,ZNF248,tf,293T,None,None,1,ZNF248
73925|ZNF84,0.00021965211308716537,Homo sapiens,ZNF84,predicted transcription factor,293T,None,None,1,ZNF84
51465|GATA4,0.00036096812539609946,Homo sapiens,GATA4,tf,HUES64,Embryonic Stem Cell,Embryo,1,GATA4
36349|PTPN11,0.00043383469442037637,Homo sapiens,PTPN11,other,A549,Epithelium,Lung,1,PTPN11
45815|MAFK,0.00047623381421513233,Homo sapiens,MAFK,tf,HepG2,Epithelium,Liver,1,MAFK
44768|TP53,0.0004804312177036918,Homo sapiens,TP53,predicted transcription factor,None,Keratinocyte,Foreskin,1,TP53
59168|MLLT1,0.001018445028576287,Homo sapiens,MLLT1,not sure,SEM,Pre-B Lymphocyte,None,1,MLLT1
54140|ATF4,0.0010713854452979454,Homo sapiens,ATF4,tf,None,Mesenchymal Stem Cell,None,1,ATF4
40379|CTCF,0.0011280870906251739,Homo sapiens,CTCF,tf,BCBL1,B cell lymphoma,None,1,CTCF
68878|NR3C1,0.0013698506440123492,Homo sapiens,NR3C1,tf,MCF-7,Embryonic Stem Cell,Breast,1,NR3C1
55300|JUN,0.0013919886986542007,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1,JUN
4551|SPI1,0.0014563886355410949,Homo sapiens,SPI1,predicted transcription factor,None,Haematopoietic Progenitor Cell,Cord blood,1,SPI1
36252|NKX3-1,0.0018081678419984426,Homo sapiens,NKX3-1,tf,LNCaP,Epithelium,Prostate,1,NKX3-1
77175|ZNF133,0.00188476110425978,Homo sapiens,ZNF133,tf,293T,None,None,1,ZNF133
1740|FOS,0.001957226761885089,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
74382|RELA,0.0021704063859048217,Homo sapiens,RELA,tf,MCF-7,None,Breast,1,RELA
65079|ZNF317,0.0028282558226405685,Homo sapiens,ZNF317,,HEK293,Epithelium,Embryonic Kidney,1,ZNF317
50409|PPARG,0.002867868174506738,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
1010|FOXH1,0.002902886525658399,Homo sapiens,FOXH1,tf,H9,Embryonic Stem Cell,Embryo,1,FOXH1
65075|ZNF382,0.003251408441019399,Homo sapiens,ZNF382,,HEK293,Epithelium,Embryonic Kidney,1,ZNF382
71204|PIAS1,0.0032769234822996873,Homo sapiens,PIAS1,other,LNCaP,Epithelium,Prostate,1,PIAS1
57659|BAHD1,0.0033579234724016027,Homo sapiens,BAHD1,both predicted transcription factor and chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,BAHD1
71873|SMC1A,0.003539600580816815,Homo sapiens,SMC1A,predicted chromatin regulator,HepG2,hepatocellular carcinoma,None,1,SMC1A
76854|CDCA2,0.003658883655215328,Homo sapiens,CDCA2,other,HeLa,Epithelium,Cervix,1,CDCA2
71756|NANOG,0.00388406469207625,Homo sapiens,NANOG,tf,LNCaP,Epithelium,Prostate,1,NANOG
69557|ASH1L,0.00452932731748712,Homo sapiens,ASH1L,cr,MV4-11,Leukemia Cell,None,1,ASH1L
45801|MAFF,0.0045944634901686765,Homo sapiens,MAFF,tf,HepG2,Epithelium,Liver,1,MAFF
37625|MYH11,0.004875762027862052,Homo sapiens,MYH11,not sure,U937,None,Pleura,1,MYH11
70162|TEAD4,0.005150431869290539,Homo sapiens,TEAD4,tf,BE2-C,Neuroblastoma cell,Bone Marrow,1,TEAD4
77264|DPF1,0.0067281009636935285,Homo sapiens,DPF1,other,K562,Erythroblast,Bone Marrow,1,DPF1
9230|CBX3,0.006785057677171358,Homo sapiens,CBX3,cr,HCT-116,None,Colon,1,CBX3
44433|TAL1,0.007233275332854228,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
64604|FEZF1,0.007531762361633498,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
64140|HHEX,0.008101833680171255,Homo sapiens,HHEX,tf,HepG2,Epithelium,Liver,1,HHEX
56463|EHMT2,0.008263679771483567,Homo sapiens,EHMT2,cr,HEK293T,Epithelium,Embryonic Kidney,1,EHMT2
63592|TCF7,0.009077034833745834,Homo sapiens,TCF7,tf,HepG2,Epithelium,Liver,1,TCF7
33916|GRHL3,0.009217941007329311,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
49257|SCML2,0.009343386105510165,Homo sapiens,SCML2,tf,293T-Rex,None,None,0,SCML2
5888|LIN9,0.00993040398649958,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1,LIN9
52205|IL1RN,0.010485271147273267,Homo sapiens,IL1RN,other,HEK293T,Epithelium,Embryonic Kidney,0,IL1RN
397|IGF1R,0.0106165711733886,Homo sapiens,IGF1R,not sure,DFB,Melanocyte,Skin,0,IGF1R
74651|BATF3,0.011584012820953726,Homo sapiens,BATF3,tf,GM12878,B Lymphocyte,Blood,1,BATF3
38488|RBL2,0.012685454787836004,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
67613|HNF1B,0.012922925545439723,Homo sapiens,HNF1B,tf,CFPAC-1,None,Pancreatic ductal,0,HNF1B
63285|OSR2,0.012962241875226377,Homo sapiens,OSR2,,HEK293,Epithelium,Embryonic Kidney,1,OSR2
69249|SIX2,0.013352686890442333,Homo sapiens,SIX2,tf,None,Cortex,Kidney,1,SIX2
46151|BCL11A,0.01358191216815896,Homo sapiens,BCL11A,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BCL11A
58319|MED1,0.0137028115701332,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1,MED1
65081|ZIM3,0.01528121099102131,Homo sapiens,ZIM3,,HEK293,Epithelium,Embryonic Kidney,1,ZIM3
45655|JUND,0.016881499620514273,Homo sapiens,JUND,tf,GM12878,B Lymphocyte,Blood,1,JUND
62646|HES2,0.01753853782904846,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
41167|CEBPA,0.018158494586814733,Homo sapiens,CEBPA,tf,SGBS,Adipocyte,Adipose,1,CEBPA
43893|HOXC9,0.018649348085714446,Homo sapiens,HOXC9,tf,BE2-C,Neuroblast,Brain,1,HOXC9
47735|LANA,0.018811263951211465,Homo sapiens,LANA,other,BCBL1,B cell lymphoma,None,0,LANA
54626|NCAPG,0.019313522287097762,Homo sapiens,NCAPG,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,NCAPG
33481|IRF5,0.02004107458788501,Homo sapiens,IRF5,tf,None,Monocyte,Blood,0,IRF5
65133|PRDM1,0.02313183712185851,Homo sapiens,PRDM1,tf,HEK293,Epithelium,Embryonic Kidney,1,PRDM1
72220|TP63,0.028823210511885022,Homo sapiens,TP63,predicted transcription factor,JHU-029,None,None,1,TP63
35471|NKX2-1,0.02909606897586242,Homo sapiens,NKX2-1,tf,NCI-H1819,None,Lung,1,NKX2-1
77519|H3K18me1,0.029165961180666944,Homo sapiens,H3K18me1,,U2OS,None,Bone,1,H3K18me1
33035|AHR,0.030133554003825114,Homo sapiens,AHR,tf,MCF-7,Epithelium,Breast,1,AHR
63919|FOSL2,0.033101807816316664,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
76567|ZNF618,0.035254262338959064,Homo sapiens,ZNF618,tf,293T,None,None,1,ZNF618
64957|ATF2,0.046378739204074204,Homo sapiens,ATF2,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,ATF2
65086|ZSCAN16,0.0464633690533276,Homo sapiens,ZSCAN16,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN16
64780|JUNB,0.05347387265585768,Homo sapiens,JUNB,tf,GM12878,B Lymphocyte,Blood,1,JUNB
49732|ASCL1,0.05671596964446246,Homo sapiens,ASCL1,tf,NCI-H526,Epithelium,Lung,0,ASCL1
76140|H2AFX,0.05719496251490397,Homo sapiens,H2AFX,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,H2AFX
34366|SUMO1,0.05738217688493452,Homo sapiens,SUMO1,other,HeLa,Epithelium,Cervix,0,SUMO1
38708|HOXA2,0.059927092571431306,Homo sapiens,HOXA2,tf,LoVo,None,Colon,0,HOXA2
38795|TCF7L2,0.06766672376417643,Homo sapiens,TCF7L2,tf,LoVo,None,Colon,0,TCF7L2
54664|TCF4,0.06965992766284523,Homo sapiens,TCF4,tf,HCT-116,None,Colon,1,TCF4
43364|EBNA3C,0.07001382679152368,Homo sapiens,EBNA3C,other,None,B Lymphocyte,None,1,EBNA3C
77081|ZNF585A,0.07729758759433136,Homo sapiens,ZNF585A,tf,293T,None,None,1,ZNF585A
36814|TLE3,0.07840482579465524,Homo sapiens,TLE3,not sure,MCF-7,Epithelium,Breast,1,TLE3
54106|DNMT1,0.08773756819468803,Homo sapiens,DNMT1,cr,PC-3,Epithelium,Prostate,1,DNMT1
54243|FOXO1,0.09401372577696293,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
38174|EBNA3,0.10606134996977007,Homo sapiens,EBNA3,other,Mutu III,B Lymphocyte,None,1,EBNA3
62691|CEBPG,0.1077719541064755,Homo sapiens,CEBPG,tf,MCF-7,Epithelium,Breast,1,CEBPG
64575|MAFG,0.12236300722374444,Homo sapiens,MAFG,tf,K562,Erythroblast,Bone Marrow,1,MAFG
38854|DLX2,0.12505996870370395,Homo sapiens,DLX2,tf,LoVo,None,Colon,1,DLX2
77262|HMG20A,0.1260709732306659,Homo sapiens,HMG20A,tf,GM12878,B Lymphocyte,Blood,1,HMG20A
70103|HIST1H1B,0.14924044887554855,Homo sapiens,HIST1H1B,predicted chromatin regulator,HeLa,Epithelium,Cervix,0,HIST1H1B
77069|ZNF627,0.17162794908161122,Homo sapiens,ZNF627,tf,293T,None,None,1,ZNF627
63878|NFE2,0.17311898084402422,Homo sapiens,NFE2,tf,K562,Erythroblast,Bone Marrow,1,NFE2
55730|GATA1,0.18238964630093424,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1,GATA1
6544|TP73,0.19978241198116575,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
44427|SMARCC1,0.21295116981889806,Homo sapiens,SMARCC1,cr,MCF-7,Epithelium,Breast,0,SMARCC1
43086|7SK,0.2439940065818078,Homo sapiens,7SK,other,HEK293T,Epithelium,Embryonic Kidney,0,7SK
65182|ZNF708,0.25536088722703687,Homo sapiens,ZNF708,,HEK293,Epithelium,Embryonic Kidney,1,ZNF708
52497|TCF21,0.27343508388546905,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
64241|ZNF146,0.28315423494589714,Homo sapiens,ZNF146,,HEK293,Epithelium,Embryonic Kidney,1,ZNF146
43676|CDK2,0.30263368729726803,Homo sapiens,CDK2,not sure,T47D-MTVL,Epithelium,Mammary Gland,0,CDK2
76419|MAML3,0.32760706013395163,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
38713|HNF4A,0.33408739621801126,Homo sapiens,HNF4A,tf,LoVo,None,Colon,1,HNF4A
41188|EED,0.3418888975016465,Homo sapiens,EED,cr,DU145,Epithelium,Prostate,1,EED
52574|CHRM2,0.34963499527558217,Homo sapiens,CHRM2,predicted chromatin regulator,None,Stromal Cell,Endometrium,1,CHRM2
38678|HOXA13,0.3504638745293347,Homo sapiens,HOXA13,tf,LoVo,None,Colon,1,HOXA13
65211|ZFP28,0.3544782335209753,Homo sapiens,ZFP28,,HEK293,Epithelium,Embryonic Kidney,1,ZFP28
47710|SOX11,0.36388627160750875,Homo sapiens,SOX11,tf,GRANTA-519,B Lymphocyte,None,0,SOX11
51448|EOMES,0.3773867577689445,Homo sapiens,EOMES,tf,HUES64,Embryonic Stem Cell,Embryo,1,EOMES
77185|ZKSCAN2,0.3787042419089745,Homo sapiens,ZKSCAN2,tf,293T,None,None,1,ZKSCAN2
72702|HOXA9,0.3789502559560741,Homo sapiens,HOXA9,tf,HEK293FT,None,Kidney,1,HOXA9
73963|ZNF266,0.3795258703472758,Homo sapiens,ZNF266,predicted transcription factor,293T,None,None,1,ZNF266
74657|ARID3A,0.38436400113165065,Homo sapiens,ARID3A,tf,HepG2,Epithelium,Liver,1,ARID3A
51750|FOXP1,0.3849319985752938,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
37605|FAIRE,0.3907894863137286,Homo sapiens,FAIRE,other,None,Epithelium,Mammary Gland,1,FAIRE
77165|ZNF182,0.4099115184313927,Homo sapiens,ZNF182,tf,293T,None,None,1,ZNF182
51251|KDM1B,0.4211046812990847,Homo sapiens,KDM1B,cr,HepG2,Epithelium,Liver,0,KDM1B
56126|APOBEC3B,0.47701457339485454,Homo sapiens,APOBEC3B,other,MCF-7,Epithelium,Breast,1,APOBEC3B
64442|ZSCAN20,0.4833871972929218,Homo sapiens,ZSCAN20,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN20
48802|KDM1A,0.509961507740379,Homo sapiens,KDM1A,cr,None,Keratinocyte,Foreskin,1,KDM1A
75045|FOSL1,0.5150849951659956,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
38796|ZFAT,0.5170115676923949,Homo sapiens,ZFAT,tf,LoVo,None,Colon,1,ZFAT
71878|NIPBL,0.5222932368662749,Homo sapiens,NIPBL,not sure,HepG2,hepatocellular carcinoma,None,1,NIPBL
63593|SOX13,0.5277908335728638,Homo sapiens,SOX13,,HepG2,Epithelium,Liver,1,SOX13
77068|ZNF649,0.5320713769644285,Homo sapiens,ZNF649,tf,293T,None,None,1,ZNF649
35315|GRHL2,0.5387747431155558,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1,GRHL2
64547|HNF1A,0.5479802693164812,Homo sapiens,HNF1A,tf,HepG2,Epithelium,Liver,1,HNF1A
38806|FOXO3,0.5586266659073241,Homo sapiens,FOXO3,tf,LoVo,None,Colon,0,FOXO3
1086|SMAD4,0.5623905089273593,Homo sapiens,SMAD4,predicted transcription factor,H9,Embryonic Stem Cell,Embryo,1,SMAD4
39443|FOXM1,0.5754777380364698,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1,FOXM1
47774|LDB1,0.576669212765684,Homo sapiens,LDB1,not sure,None,Erythroid Progenitor Cell,Blood,1,LDB1
73932|ZNF680,0.592465005228874,Homo sapiens,ZNF680,,293T,None,None,1,ZNF680
73940|ZNF558,0.5983590210920329,Homo sapiens,ZNF558,,293T,None,None,1,ZNF558
50111|MAF,0.6038877798013291,Homo sapiens,MAF,tf,None,Keratinocyte,Foreskin,1,MAF
76279|CALU,0.6127813036659201,Homo sapiens,CALU,other,Calu-3,None,Lung,1,CALU
53340|T,0.6183882499052149,Homo sapiens,T,tf,H9,Embryonic Stem Cell,Embryo,0,T
54240|PGR,0.6243471810200929,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
38858|MECOM,0.6271479005547688,Homo sapiens,MECOM,tf,LoVo,None,Colon,1,MECOM
77267|NFIA,0.6282284084513368,Homo sapiens,NFIA,tf,HepG2,Epithelium,Liver,1,NFIA
73929|ZNF766,0.628435260873876,Homo sapiens,ZNF766,,293T,None,None,1,ZNF766
39786|RUNX1T1,0.6379532271787418,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
53479|MBD2,0.6533856622888352,Homo sapiens,MBD2,cr,HMLER,None,None,1,MBD2
70101|5MC,0.656790786440784,Homo sapiens,5MC,other,293T,None,None,1,5MC
48621|BATF,0.6572672806291341,Homo sapiens,BATF,predicted transcription factor,OCI-Ly3,B Lymphocyte,Bone Marrow,1,BATF
36026|HIRA,0.6594095108005974,Homo sapiens,HIRA,predicted transcription factor,None,Epithelium,Cervix,1,HIRA
8768|CBX8,0.665620088113589,Homo sapiens,CBX8,cr,K562,Erythroblast,Bone Marrow,1,CBX8
76816|NEUROG2,0.6717643522626148,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
77018|ZNF93,0.6721830646923543,Homo sapiens,ZNF93,tf,293T,None,None,1,ZNF93
35875|CBX5,0.6754280050661563,Homo sapiens,CBX5,cr,HEK293,Epithelium,Embryonic Kidney,1,CBX5
65069|ZNF490,0.6852310128833575,Homo sapiens,ZNF490,,HEK293,Epithelium,Embryonic Kidney,1,ZNF490
41515|NR5A2,0.6854804514100133,Homo sapiens,NR5A2,tf,MCF-7,Epithelium,Breast,1,NR5A2
46304|HDAC2,0.6914349698090216,Homo sapiens,HDAC2,cr,K562,Erythroblast,Bone Marrow,1,HDAC2
62959|NFE2L2,0.6936775593395594,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
39785|RUNX1,0.6952088324006325,Homo sapiens,RUNX1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1
33032|ARNT,0.7027584915992614,Homo sapiens,ARNT,predicted transcription factor,MCF-7,Epithelium,Breast,1,ARNT
63895|NFE2L1,0.7033674404353739,Homo sapiens,NFE2L1,tf,K562,Erythroblast,Bone Marrow,1,NFE2L1
77110|ZNF483,0.7069856580478489,Homo sapiens,ZNF483,tf,293T,None,None,1,ZNF483
62547|CUX1,0.7111535464567761,Homo sapiens,CUX1,tf,MCF-7,Epithelium,Breast,1,CUX1
71282|SMAD3,0.7197020685328508,Homo sapiens,SMAD3,tf,None,hESC,None,1,SMAD3
44099|FOXP3,0.7209321358700145,Homo sapiens,FOXP3,tf,None,T Lymphocyte,Blood,1,FOXP3
59347|RBPJ,0.7212439064731373,Homo sapiens,RBPJ,tf,LCL,Lymphoblastoid,Blood,1,RBPJ
64738|ZBTB33,0.7257885740406105,Homo sapiens,ZBTB33,tf,K562,Erythroblast,Bone Marrow,1,ZBTB33
38760|PDX1,0.7318991060791462,Homo sapiens,PDX1,tf,LoVo,None,Colon,0,PDX1
48640|IRF4,0.7352190833799443,Homo sapiens,IRF4,predicted transcription factor,OCI-Ly3,B Lymphocyte,Bone Marrow,1,IRF4
1|BTAF1,0.7365295285625815,Homo sapiens,BTAF1,tf,HeLa,Epithelium,Cervix,0,BTAF1
77027|ZNF808,0.7380407768730091,Homo sapiens,ZNF808,other,293T,None,None,1,ZNF808
64313|ZNF664,0.7408100553544694,Homo sapiens,ZNF664,,HEK293,Epithelium,Embryonic Kidney,1,ZNF664
47856|REST,0.7424463205817553,Homo sapiens,REST,tf,GM12878,B Lymphocyte,Blood,1,REST
74119|OLFM2,0.7431680359106974,Homo sapiens,OLFM2,other,MCF7-LTED,None,None,1,OLFM2
68797|SATB1,0.7434444137032988,Homo sapiens,SATB1,tf,SH-SY5Y,Neuron,None,1,SATB1
76547|CHAT,0.7470263010965834,Homo sapiens,CHAT,other,SH-SY5Y,Neuron,None,0,CHAT
38807|ISL1,0.7513607358465879,Homo sapiens,ISL1,tf,LoVo,None,Colon,0,ISL1
77176|ZNF132,0.7602630606534873,Homo sapiens,ZNF132,tf,293T,None,None,1,ZNF132
64414|HMBOX1,0.7749533169615829,Homo sapiens,HMBOX1,,K562,Erythroblast,Bone Marrow,1,HMBOX1
53399|CHD8,0.7762017320379502,Homo sapiens,CHD8,cr,T47D,Epithelium,Mammary Gland,1,CHD8
71056|SETDB1,0.7775025722500555,Homo sapiens,SETDB1,cr,HeLa,Epithelium,Cervix,1,SETDB1
49781|CHD7,0.7783029326628716,Homo sapiens,CHD7,cr,None,iPSC,None,1,CHD7
52210|TALE,0.7811925350764897,Homo sapiens,TALE,other,HEK293T,Epithelium,Embryonic Kidney,0,TALE
77054|ZNF716,0.7814891164518327,Homo sapiens,ZNF716,tf,293T,None,None,1,ZNF716
58186|BANF1,0.782620921141511,Homo sapiens,BANF1,other,None,Keratinocyte,None,1,BANF1
58881|RAD21,0.7827893868345992,Homo sapiens,RAD21,not sure,TF-1,Erythroblast,Bone Marrow,1,RAD21
69523|ZNF224,0.7857776877676346,Homo sapiens,ZNF224,,HEK293,HEK 293 Cell Line,None,1,ZNF224
36811|GREB1,0.7902146853470255,Homo sapiens,GREB1,not sure,MCF-7,Epithelium,Breast,1,GREB1
74685|NFIL3,0.7954121810038366,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
65082|ZNF778,0.7976414013806545,Homo sapiens,ZNF778,,HEK293,Epithelium,Embryonic Kidney,1,ZNF778
41168|NR1H3,0.7983889896496977,Homo sapiens,NR1H3,tf,SGBS,Adipocyte,Adipose,0,NR1H3
77077|ZNF613,0.8026794831399804,Homo sapiens,ZNF613,tf,293T,None,None,1,ZNF613
2|GAPDH,0.8038378252730946,Homo sapiens,GAPDH,not sure,HeLa,Epithelium,Cervix,0,GAPDH
50820|EHF,0.8047769652584056,Homo sapiens,EHF,tf,Calu-3,Epithelium,Lung,1,EHF
